cliente,a_i,p_i,b_i,ArtNum,tramite
901,21551,143,22294,4,rapida
902,21553,138,22291,5,rapida
903,21554,109,22263,5,rapida
904,21600,214,22414,22,normal
905,21601,131,22332,1,rapida
906,21601,113,22314,3,rapida
907,21644,112,22356,5,rapida
908,21658,122,22380,9,rapida
909,21674,178,22452,10,rapida
910,21690,177,22467,3,rapida
911,21711,131,22442,5,rapida
912,21715,234,22549,27,normal
913,21715,207,22522,62,normal
914,21721,117,22438,4,rapida
915,21741,137,22478,1,rapida
916,21743,164,22507,1,rapida
917,21777,171,22548,4,rapida
918,21787,180,22567,53,normal
919,21790,212,22602,34,normal
920,21804,215,22619,26,normal
921,21823,152,22575,10,rapida
922,21844,156,22600,2,rapida
923,21881,217,22698,28,normal
924,21886,154,22640,4,rapida
925,21895,212,22707,11,normal
926,21897,114,22611,3,rapida
927,21898,238,22736,18,normal
928,21909,119,22628,9,rapida
929,21915,191,22706,2,rapida
930,21943,184,22727,21,normal
931,21944,152,22696,3,rapida
932,21948,149,22697,42,normal
933,21949,105,22654,6,rapida
934,21961,157,22718,2,rapida
935,21966,127,22693,1,rapida
936,21968,168,22736,30,normal
937,21976,180,22756,48,normal
938,21980,229,22809,16,normal
939,21984,201,22785,25,normal
940,21997,248,22845,13,normal
941,22013,174,22787,7,rapida
942,22042,170,22812,6,rapida
943,22051,162,22813,2,rapida
944,22065,152,22817,1,rapida
945,22074,183,22857,14,normal
946,22079,180,22859,5,rapida
947,22095,248,22943,21,normal
948,22102,184,22886,9,rapida
949,22112,188,22900,32,normal
950,22125,127,22852,1,rapida
951,22127,162,22889,8,rapida
952,22127,134,22861,7,rapida
953,22176,204,22980,25,normal
954,22191,125,22916,4,rapida
955,22203,184,22987,2,rapida
956,22208,172,22980,14,normal
957,22223,243,23066,23,normal
958,22227,207,23034,20,normal
959,22245,266,23111,18,normal
960,22261,236,23097,19,normal
961,22275,166,23041,2,rapida
962,22292,203,23095,15,normal
963,22298,191,23089,16,normal
964,22305,153,23058,3,rapida
965,22324,231,23155,17,normal
966,22335,209,23144,11,normal
967,22372,129,23101,6,rapida
968,22395,184,23179,8,rapida
969,22410,215,23225,7,rapida
970,22415,127,23142,7,rapida
971,22435,190,23225,13,normal
972,22440,122,23162,4,rapida
973,22451,147,23198,6,rapida
974,22452,164,23216,3,rapida
975,22459,140,23199,10,rapida
976,22466,211,23277,31,normal
977,22473,265,23338,8,rapida
978,22499,151,23250,1,rapida
979,22530,134,23264,7,rapida
980,22547,137,23284,10,rapida
981,22570,195,23365,1,rapida
982,22575,165,23340,16,normal
983,22578,145,23323,3,rapida
984,22598,182,23380,7,rapida
985,22601,112,23313,8,rapida
986,22603,218,23421,28,normal
987,22616,174,23390,5,rapida
988,22623,130,23353,10,rapida
989,22628,167,23395,8,rapida
990,22630,223,23453,27,normal
991,22646,182,23428,19,normal
992,22654,130,23384,3,rapida
993,22685,239,23524,39,normal
994,22706,233,23539,11,normal
995,22714,138,23452,1,rapida
996,22715,124,23439,6,rapida
997,22728,216,23544,21,normal
998,22739,167,23506,2,rapida
999,22739,187,23526,39,normal
1000,22758,171,23529,5,rapida
1001,22760,131,23491,5,rapida
1002,22793,224,23617,14,normal
1003,22804,200,23604,23,normal
1004,22809,116,23525,10,rapida
1005,22824,213,23637,20,normal
1006,22838,227,23665,12,normal
1007,22852,177,23629,11,normal
1008,22880,171,23651,82,normal
1009,22897,182,23679,1,rapida
1010,22901,133,23634,6,rapida
1011,22910,144,23654,1,rapida
1012,22953,197,23750,33,normal
1013,22957,127,23684,5,rapida
1014,22976,165,23741,8,rapida
1015,23005,259,23864,11,normal
1016,23025,267,23892,14,normal
1017,23039,165,23804,5,rapida
1018,23054,217,23871,30,normal
1019,23075,187,23862,10,rapida
1020,23080,175,23855,3,rapida
1021,23092,173,23865,6,rapida
1022,23165,146,23911,9,rapida
1023,23184,233,24017,17,normal
1024,23198,143,23941,10,rapida
1025,23206,208,24014,19,normal
1026,23210,164,23974,3,rapida
1027,23226,211,24037,14,normal
1028,23243,204,24047,12,normal
1029,23254,237,24091,16,normal
1030,23352,249,24201,34,normal
1031,23357,210,24167,14,normal
1032,23360,145,24105,7,rapida
1033,23368,176,24144,5,rapida
1034,23380,126,24106,1,rapida
1035,23384,111,24095,7,rapida
1036,23399,161,24160,8,rapida
1037,23417,211,24228,26,normal
1038,23441,205,24246,39,normal
1039,23447,250,24297,15,normal
1040,23487,136,24223,4,rapida
1041,23510,123,24233,5,rapida
1042,23514,230,24344,18,normal
1043,23518,206,24324,6,rapida
1044,23527,186,24313,20,normal
1045,23544,148,24292,2,rapida
1046,23564,119,24283,2,rapida
1047,23587,133,24320,5,rapida
1048,23657,141,24398,9,rapida
1049,23667,160,24427,8,rapida
1050,23732,133,24465,4,rapida
1051,23757,144,24501,4,rapida
1052,23760,258,24618,16,normal
1053,23775,154,24529,5,rapida
1054,23785,159,24544,6,rapida
1055,23795,146,24541,8,rapida
1056,23801,159,24560,11,normal
1057,23815,246,24661,14,normal
1058,23848,194,24642,3,rapida
1059,23855,165,24620,10,rapida
1060,23878,163,24641,8,rapida
1061,23904,234,24738,11,normal
1062,23944,162,24706,6,rapida
1063,23948,210,24758,77,normal
1064,23960,176,24736,5,rapida
1065,23966,210,24776,13,normal
1066,23979,153,24732,10,rapida
1067,23993,206,24799,14,normal
1068,23995,126,24721,5,rapida
1069,24010,187,24797,43,normal
1070,24082,158,24840,3,rapida
1071,24102,255,24957,14,normal
1072,24104,161,24865,3,rapida
1073,24108,181,24889,5,rapida
1074,24119,124,24843,9,rapida
1075,24123,209,24932,37,normal
1076,24161,128,24889,9,rapida
1077,24162,187,24949,16,normal
1078,24183,253,25036,14,normal
1079,24183,220,25003,13,normal
1080,24195,149,24944,6,rapida
1081,24198,163,24961,2,rapida
1082,24222,121,24943,8,rapida
1083,24254,124,24978,10,rapida
1084,24272,169,25041,5,rapida
1085,24305,121,25026,3,rapida
1086,24305,129,25034,3,rapida
1087,24320,222,25142,14,normal
1088,24340,261,25201,13,normal
1089,24362,225,25187,17,normal
1090,24381,195,25176,17,normal
1091,24404,171,25175,4,rapida
1092,24418,163,25181,2,rapida
1093,24420,225,25245,11,normal
1094,24426,189,25215,14,normal
1095,24464,134,25198,3,rapida
1096,24498,199,25297,23,normal
1097,24518,160,25278,10,rapida
1098,24542,155,25297,8,rapida
1099,24573,217,25390,13,normal
1100,24593,145,25338,8,rapida
1101,24630,233,25463,42,normal
1102,24666,196,25462,17,normal
1103,24672,205,25477,18,normal
1104,24679,205,25484,15,normal
1105,24686,238,25524,13,normal
1106,24693,139,25432,3,rapida
1107,24705,210,25515,77,normal
1108,24722,159,25481,6,rapida
1109,24738,258,25596,17,normal
1110,24751,199,25550,35,normal
1111,24769,197,25566,36,normal
1112,24788,123,25511,3,rapida
1113,25200,246,26046,26,normal
1114,25208,223,26031,12,normal
1115,25241,158,25999,8,rapida
1116,25252,277,26129,21,normal
1117,25269,245,26114,23,normal
1118,25308,181,26089,12,normal
1119,25335,209,26144,76,normal
1120,25336,217,26153,21,normal
1121,25346,152,26098,6,rapida
1122,25358,215,26173,18,normal
1123,25381,154,26135,9,rapida
1124,25405,128,26133,7,rapida
1125,25414,206,26220,21,normal
1126,25422,214,26236,11,normal
1127,25425,216,26241,14,normal
1128,25429,196,26225,14,normal
1129,25451,182,26233,1,rapida
1130,25471,237,26308,16,normal
1131,25484,254,26338,13,normal
1132,25499,228,26327,11,normal
1133,25541,219,26360,16,normal
1134,25543,134,26277,10,rapida
1135,25560,137,26297,2,rapida
1136,25599,144,26343,1,rapida
1137,25606,208,26414,12,normal
1138,25629,163,26392,7,rapida
1139,25637,153,26390,8,rapida
1140,25679,115,26394,7,rapida
1141,25679,148,26427,2,rapida
1142,25683,216,26499,23,normal
1143,25693,219,26512,12,normal
1144,25716,187,26503,24,normal
1145,25721,150,26471,8,rapida
1146,25726,182,26508,3,rapida
1147,25747,141,26488,5,rapida
1148,25757,160,26517,8,rapida
1149,25778,223,26601,3,rapida
1150,25792,235,26627,32,normal
1151,25794,177,26571,3,rapida
1152,25803,127,26530,5,rapida
1153,25822,200,26622,42,normal
1154,25849,247,26696,18,normal
1155,25853,166,26619,5,rapida
1156,25872,145,26617,12,normal
1157,25872,158,26630,6,rapida
1158,25879,140,26619,2,rapida
1159,25885,213,26698,11,normal
1160,25927,166,26693,1,rapida
1161,25928,126,26654,9,rapida
1162,25963,236,26799,96,normal
1163,25968,134,26702,3,rapida
1164,25976,227,26803,13,normal
1165,25982,182,26764,40,normal
1166,26012,245,26857,26,normal
1167,26017,144,26761,5,rapida
1168,26067,139,26806,4,rapida
1169,26095,193,26888,17,normal
1170,26106,199,26905,26,normal
1171,26109,200,26909,61,normal
1172,26123,163,26886,4,rapida
1173,26132,147,26879,1,rapida
1174,26151,174,26925,13,normal
1175,26173,137,26910,1,rapida
1176,26253,176,27029,3,rapida
1177,26259,215,27074,14,normal
1178,26282,162,27044,3,rapida
1179,26289,118,27007,9,rapida
1180,26292,118,27010,6,rapida
1181,26304,137,27041,3,rapida
1182,26309,120,27029,1,rapida
1183,26309,237,27146,11,normal
1184,26310,247,27157,32,normal
1185,26312,172,27084,5,rapida
1186,26316,135,27051,3,rapida
1187,26351,206,27157,22,normal
1188,26362,210,27172,27,normal
1189,26368,229,27197,20,normal
1190,26387,160,27147,2,rapida
1191,26398,206,27204,24,normal
1192,26411,240,27251,25,normal
1193,26419,201,27220,8,rapida
1194,26422,166,27188,1,rapida
1195,26432,208,27240,13,normal
1196,26441,109,27150,9,rapida
1197,26465,136,27201,2,rapida
1198,26476,190,27266,42,normal
1199,26480,215,27295,33,normal
1200,26484,143,27227,7,rapida
1201,26547,154,27301,8,rapida
1202,26547,170,27317,8,rapida
1203,26580,208,27388,8,rapida
1204,26594,178,27372,103,normal
1205,26611,190,27401,6,rapida
1206,26636,147,27383,8,rapida
1207,26652,215,27467,64,normal
1208,26659,147,27406,1,rapida
1209,26705,187,27492,2,rapida
1210,26728,219,27547,34,normal
1211,26733,148,27481,1,rapida
1212,26771,135,27506,2,rapida
1213,26771,193,27564,13,normal
1214,26819,218,27637,41,normal
1215,26838,172,27610,6,rapida
1216,26838,156,27594,9,rapida
1217,26859,118,27577,6,rapida
1218,26866,203,27669,16,normal
1219,26871,192,27663,37,normal
1220,26889,141,27630,3,rapida
1221,26902,121,27623,1,rapida
1222,26930,175,27705,20,normal
1223,26930,99,27629,6,rapida
1224,26950,195,27745,2,rapida
1225,26966,180,27746,18,normal
1226,26989,251,27840,24,normal
1227,26995,151,27746,10,rapida
1228,27051,142,27793,1,rapida
1229,27069,137,27806,4,rapida
1230,27078,203,27881,12,normal
1231,27085,219,27904,15,normal
1232,27108,148,27856,1,rapida
1233,27148,205,27953,12,normal
1234,27159,137,27896,5,rapida
1235,27204,127,27931,3,rapida
1236,27207,138,27945,1,rapida
1237,27223,251,28074,17,normal
1238,27240,184,28024,2,rapida
1239,27260,171,28031,5,rapida
1240,27273,192,28065,44,normal
1241,27289,212,28101,27,normal
1242,27292,138,28030,1,rapida
1243,27328,199,28127,1,rapida
1244,27354,198,28152,13,normal
1245,27369,147,28116,4,rapida
1246,27396,131,28127,5,rapida
1247,27433,235,28268,27,normal
1248,27453,219,28272,16,normal
1249,27514,211,28325,23,normal
1250,27536,157,28293,2,rapida
1251,27539,182,28321,15,normal
1252,27553,189,28342,8,rapida
1253,27581,182,28363,10,rapida
1254,27619,265,28484,15,normal
1255,27632,206,28438,13,normal
1256,27635,132,28367,10,rapida
1257,27643,123,28366,7,rapida
1258,27645,140,28385,5,rapida
1259,27668,161,28429,2,rapida
1260,27675,188,28463,26,normal
1261,27679,168,28447,3,rapida
1262,27705,175,28480,14,normal
1263,27749,178,28527,5,rapida
1264,27753,152,28505,8,rapida
1265,27767,153,28520,8,rapida
1266,27775,179,28554,11,normal
1267,27814,210,28624,21,normal
1268,27824,236,28660,15,normal
1269,27827,217,28644,24,normal
1270,27838,151,28589,5,rapida
1271,27869,176,28645,15,normal
1272,27878,174,28652,4,rapida
1273,27883,168,28651,10,rapida
1274,27892,210,28702,46,normal
1275,27895,131,28626,2,rapida
1276,27904,244,28748,45,normal
1277,27910,202,28712,41,normal
1278,27980,165,28745,1,rapida
1279,27984,172,28756,1,rapida
1280,27989,174,28763,4,rapida
1281,27992,156,28748,4,rapida
1282,28008,217,28825,24,normal
1283,28013,203,28816,36,normal
1284,28014,222,28836,11,normal
1285,28026,192,28818,17,normal
1286,28034,146,28780,69,normal
1287,28038,154,28792,7,rapida
1288,28076,147,28823,3,rapida
1289,28093,150,28843,7,rapida
1290,28109,183,28892,11,normal
1291,28126,199,28925,20,normal
1292,28143,208,28951,17,normal
1293,28151,200,28951,38,normal
1294,28156,199,28955,14,normal
1295,28168,236,29004,22,normal
1296,28176,186,28962,44,normal
1297,28178,193,28971,5,rapida
1298,28185,151,28936,3,rapida
1299,28211,133,28944,8,rapida
1300,28224,211,29035,11,normal
1301,28227,177,29004,18,normal
1302,28229,156,28985,5,rapida
1303,28261,167,29028,4,rapida
1304,28269,228,29097,15,normal
1305,28284,173,29057,3,rapida
1306,28294,127,29021,1,rapida
1307,28303,216,29119,41,normal
1308,28312,186,29098,10,rapida
1309,28324,265,29189,18,normal
1310,28352,166,29118,6,rapida
1311,28365,184,29149,7,rapida
1312,28366,120,29086,10,rapida
1313,28371,175,29146,7,rapida
1314,28374,186,29160,11,normal
1315,28424,253,29277,48,normal
1316,28470,188,29258,16,normal
1317,28481,126,29207,10,rapida
1318,28483,202,29285,36,normal
1319,28557,142,29299,6,rapida
1320,28560,180,29340,56,normal
1321,28564,167,29331,2,rapida
1322,28591,264,29455,18,normal
1323,28619,124,29343,9,rapida
1324,28628,137,29365,1,rapida
1325,28631,119,29350,9,rapida
1326,28637,166,29403,7,rapida
1327,28649,131,29380,8,rapida
1328,28651,220,29471,36,normal
1329,28666,149,29415,4,rapida
1330,28690,158,29448,2,rapida
1331,28691,156,29447,8,rapida
1332,28716,220,29536,18,normal
1333,28720,154,29474,7,rapida
1334,28767,154,29521,10,rapida
1335,28790,190,29580,12,normal
1336,28800,160,29560,41,normal
1337,28801,121,29522,3,rapida
1338,28808,201,29609,14,normal
1339,28809,196,29605,12,normal
1340,28815,169,29584,12,normal
1341,28817,144,29561,8,rapida
1342,28821,153,29574,2,rapida
1343,28847,151,29598,8,rapida
1344,28874,202,29676,20,normal
1345,28890,146,29636,5,rapida
1346,28893,134,29627,2,rapida
1347,28898,155,29653,2,rapida
1348,28903,211,29714,12,normal
1349,28904,160,29664,4,rapida
1350,28907,222,29729,12,normal
1351,28911,139,29650,10,rapida
1352,28940,163,29703,13,normal
1353,28952,182,29734,37,normal
1354,28962,173,29735,2,rapida
1355,28963,186,29749,5,rapida
1356,28968,191,29759,29,normal
1357,28977,237,29814,44,normal
1358,28983,237,29820,16,normal
1359,29003,150,29753,2,rapida
1360,29011,132,29743,8,rapida
1361,29016,124,29740,6,rapida
1362,29042,142,29784,8,rapida
1363,29045,148,29793,3,rapida
1364,29047,219,29866,13,normal
1365,29057,202,29859,17,normal
1366,29057,123,29780,1,rapida
1367,29077,239,29916,19,normal
1368,29080,215,29895,22,normal
1369,29090,141,29831,5,rapida
1370,29106,172,29878,7,rapida
1371,29119,107,29826,1,rapida
1372,29152,237,29989,11,normal
1373,29176,220,29996,35,normal
1374,29179,151,29930,6,rapida
1375,29184,136,29920,4,rapida
1376,29214,172,29986,16,normal
1377,29256,149,30005,1,rapida
1378,29272,160,30032,30,normal
1379,29319,188,30107,1,rapida
1380,29332,148,30080,5,rapida
1381,29336,199,30135,14,normal
1382,29358,231,30189,14,normal
1383,29360,196,30156,15,normal
1384,29406,245,30251,19,normal
1385,29427,144,30171,1,rapida
1386,29432,164,30196,6,rapida
1387,29432,156,30188,5,rapida
1388,29432,228,30260,14,normal
1389,29438,151,30189,7,rapida
1390,29456,242,30298,20,normal
1391,29484,157,30241,8,rapida
1392,29518,200,30318,36,normal
1393,29535,179,30314,3,rapida
1394,29549,170,30319,1,rapida
1395,29557,143,30300,9,rapida
1396,29575,186,30361,1,rapida
1397,29580,138,30318,8,rapida
1398,29582,151,30333,8,rapida
1399,29595,154,30349,2,rapida
1400,29621,187,30408,53,normal
1401,29622,142,30364,5,rapida
1402,29628,184,30412,16,normal
1403,29641,183,30424,10,rapida
1404,29653,141,30394,4,rapida
1405,29673,146,30419,3,rapida
1406,29732,222,30554,15,normal
1407,29732,173,30505,45,normal
1408,29792,174,30566,48,normal
1409,29848,195,30643,17,normal
1410,29876,174,30650,2,rapida
1411,29892,214,30706,23,normal
1412,29897,138,30635,10,rapida
1413,29925,191,30716,16,normal
1414,29941,122,30663,3,rapida
1415,29949,237,30786,20,normal
1416,29976,152,30728,6,rapida
1417,30008,127,30735,8,rapida
1418,30009,242,30851,53,normal
1419,30016,153,30769,14,normal
1420,30065,220,30885,22,normal
1421,30078,125,30803,4,rapida
1422,30088,107,30795,4,rapida
1423,30136,109,30845,9,rapida
1424,30160,110,30870,3,rapida
1425,30162,196,30958,14,normal
1426,30171,191,30962,9,rapida
1427,30191,232,31023,16,normal
1428,30205,221,31026,22,normal
1429,30207,110,30917,7,rapida
1430,30224,127,30951,2,rapida
1431,30236,146,30982,2,rapida
1432,30278,213,31091,68,normal
1433,30341,206,31147,40,normal
1434,30373,174,31147,48,normal
1435,30384,270,31254,25,normal
1436,30398,181,31179,36,normal
1437,30402,253,31255,33,normal
1438,30407,226,31233,22,normal
1439,30418,197,31215,28,normal
1440,30428,194,31222,32,normal
1441,30429,174,31203,13,normal
1442,30471,210,31281,16,normal
1443,30519,173,31292,48,normal
1444,30560,163,31323,4,rapida
1445,30609,238,31447,20,normal
1446,30688,166,31454,1,rapida
1447,30692,216,31508,12,normal
1448,30769,208,31577,12,normal
1449,30777,132,31509,3,rapida
1450,30800,211,31611,48,normal
1451,30807,151,31558,9,rapida
1452,30839,145,31584,3,rapida
1453,30864,217,31681,34,normal
1454,30872,201,31673,55,normal
1455,30885,204,31689,21,normal
1456,30891,257,31748,24,normal
1457,30923,149,31672,1,rapida
1458,30968,235,31803,59,normal
1459,30972,225,31797,71,normal
1460,30984,152,31736,3,rapida
1461,31000,197,31797,19,normal
1462,31021,166,31787,16,normal
1463,31038,158,31796,4,rapida
1464,31058,136,31794,9,rapida
1465,31068,178,31846,5,rapida
1466,31079,222,31901,38,normal
1467,31090,195,31885,2,rapida
1468,31096,141,31837,7,rapida
1469,31104,206,31910,6,rapida
1470,31124,137,31861,10,rapida
1471,31166,211,31977,11,normal
1472,31169,151,31920,5,rapida
1473,31180,146,31926,8,rapida
1474,31183,150,31933,4,rapida
1475,31189,174,31963,2,rapida
1476,31198,204,32002,31,normal
1477,31212,207,32019,43,normal
1478,31226,144,31970,6,rapida
1479,31238,182,32020,30,normal
1480,31257,124,31981,8,rapida
1481,31261,136,31997,8,rapida
1482,31276,188,32064,11,normal
1483,31301,144,32045,10,rapida
1484,31305,153,32058,9,rapida
1485,31305,132,32037,3,rapida
1486,31337,134,32071,3,rapida
1487,31339,154,32093,7,rapida
1488,31346,236,32182,18,normal
1489,31370,155,32125,2,rapida
1490,31374,170,32144,4,rapida
1491,31403,135,32138,10,rapida
1492,31408,161,32169,1,rapida
1493,31413,162,32175,13,normal
1494,31418,146,32164,5,rapida
1495,31439,231,32270,35,normal
1496,31446,138,32184,5,rapida
1497,31477,246,32323,59,normal
1498,31490,221,32311,19,normal
1499,31504,146,32250,3,rapida
1500,31508,220,32328,15,normal
1501,31544,149,32293,2,rapida
1502,31569,122,32291,10,rapida
1503,31594,188,32382,15,normal
1504,31604,124,32328,1,rapida
1505,31606,164,32370,10,rapida
1506,31620,140,32360,4,rapida
1507,31641,191,32432,11,normal
1508,31662,199,32461,29,normal
1509,31680,178,32458,14,normal
1510,31697,153,32450,2,rapida
1511,31702,163,32465,7,rapida
1512,31708,189,32497,12,normal
1513,31710,211,32521,22,normal
1514,31742,198,32540,43,normal
1515,31804,147,32551,9,rapida
1516,31917,213,32730,27,normal
1517,31933,161,32694,10,rapida
1518,31950,235,32785,13,normal
1519,31960,213,32773,32,normal
1520,31976,220,32796,18,normal
1521,31979,150,32729,10,rapida
1522,31989,173,32762,35,normal
1523,31994,235,32829,21,normal
1524,32002,151,32753,10,rapida
1525,32007,177,32784,4,rapida
1526,32028,172,32800,11,normal
1527,32051,144,32795,7,rapida
1528,32068,164,32832,9,rapida
1529,32074,119,32793,7,rapida
1530,32076,152,32828,3,rapida
1531,32099,184,32883,2,rapida
1532,32111,196,32907,21,normal
1533,32112,183,32895,22,normal
1534,32126,166,32892,12,normal
1535,32144,209,32953,8,rapida
1536,32145,212,32957,25,normal
1537,32166,222,32988,15,normal
1538,32167,247,33014,53,normal
1539,32172,215,32987,11,normal
1540,32173,189,32962,27,normal
1541,32177,120,32897,4,rapida
1542,32180,140,32920,2,rapida
1543,32212,197,33009,38,normal
1544,32221,128,32949,3,rapida
1545,32228,169,32997,13,normal
1546,32263,145,33008,7,rapida
1547,32296,169,33065,8,rapida
1548,32304,200,33104,12,normal
1549,32321,178,33099,4,rapida
1550,32327,179,33106,1,rapida
1551,32338,208,33146,31,normal
1552,32340,221,33161,12,normal
1553,32360,119,33079,2,rapida
1554,32396,149,33145,9,rapida
1555,32400,135,33135,4,rapida
1556,32402,144,33146,8,rapida
1557,32418,228,33246,32,normal
1558,32426,220,33246,18,normal
1559,32431,138,33169,10,rapida
1560,32439,187,33226,27,normal
1561,32440,181,33221,22,normal
1562,32445,119,33164,6,rapida
1563,32456,178,33234,5,rapida
1564,32458,132,33190,8,rapida
1565,32459,135,33194,10,rapida
1566,32465,226,33291,39,normal
1567,32485,166,33251,25,normal
1568,32504,262,33366,23,normal
1569,32531,191,33322,12,normal
1570,32541,184,33325,1,rapida
1571,32550,239,33389,18,normal
1572,32552,116,33268,1,rapida
1573,32553,158,33311,8,rapida
1574,32577,172,33349,1,rapida
1575,32579,182,33361,3,rapida
1576,32583,156,33339,6,rapida
1577,32598,195,33393,39,normal
1578,32608,165,33373,5,rapida
1579,32615,172,33387,2,rapida
1580,32629,223,33452,17,normal
1581,32642,145,33387,7,rapida
1582,32646,182,33428,22,normal
1583,32655,210,33465,17,normal
1584,32664,170,33434,11,normal
1585,32667,129,33396,8,rapida
1586,32667,187,33454,4,rapida
1587,32675,162,33437,2,rapida
1588,32704,217,33521,48,normal
1589,32748,181,33529,22,normal
1590,32784,184,33568,29,normal
1591,32821,149,33570,8,rapida
1592,32824,120,33544,6,rapida
1593,32842,104,33546,6,rapida
1594,32866,198,33664,16,normal
1595,32891,158,33649,9,rapida
1596,32904,103,33607,4,rapida
1597,32920,149,33669,6,rapida
1598,32954,133,33687,1,rapida
1599,32977,138,33715,1,rapida
1600,33004,203,33807,19,normal
1601,33012,221,33833,11,normal
1602,33038,219,33857,24,normal
1603,33053,212,33865,28,normal
1604,33085,179,33864,4,rapida
1605,33090,231,33921,11,normal
1606,33119,133,33852,5,rapida
1607,33129,218,33947,20,normal
1608,33158,150,33908,4,rapida
1609,33176,220,33996,84,normal
1610,33191,184,33975,19,normal
1611,33201,133,33934,4,rapida
1612,33214,233,34047,32,normal
1613,33222,155,33977,9,rapida
1614,33232,230,34062,18,normal
1615,33254,213,34067,11,normal
1616,33255,229,34084,22,normal
1617,33284,152,34036,6,rapida
1618,33313,149,34062,6,rapida
1619,33323,172,34095,5,rapida
1620,33340,208,34148,16,normal
1621,33343,249,34192,11,normal
1622,33364,116,34080,6,rapida
1623,33369,112,34081,5,rapida
1624,33375,211,34186,12,normal
1625,33379,207,34186,18,normal
1626,33391,123,34114,2,rapida
1627,33408,218,34226,23,normal
1628,33431,255,34286,19,normal
1629,33445,195,34240,26,normal
1630,33463,152,34215,1,rapida
1631,33474,159,34233,6,rapida
1632,33475,216,34291,16,normal
1633,33488,94,34182,9,rapida
1634,33514,159,34273,2,rapida
1635,33517,192,34309,10,rapida
1636,33534,197,34331,42,normal
1637,33601,207,34408,22,normal
1638,33613,141,34354,7,rapida
1639,33626,189,34415,12,normal
1640,33627,187,34414,1,rapida
1641,33630,219,34449,14,normal
1642,33635,209,34444,19,normal
1643,33659,228,34487,23,normal
1644,33663,236,34499,86,normal
1645,33684,240,34524,14,normal
1646,33689,157,34446,8,rapida
1647,33691,184,34475,8,rapida
1648,33718,178,34496,1,rapida
1649,33727,141,34468,2,rapida
1650,33749,198,34547,12,normal
1651,33750,169,34519,1,rapida
1652,33766,141,34507,4,rapida
1653,33769,191,34560,2,rapida
1654,33784,218,34602,47,normal
1655,33800,242,34642,12,normal
1656,33813,143,34556,3,rapida
1657,33850,189,34639,15,normal
1658,33870,160,34630,8,rapida
1659,33936,211,34747,21,normal
1660,33945,197,34742,5,rapida
1661,33947,190,34737,11,normal
1662,33953,162,34715,7,rapida
1663,33963,138,34701,8,rapida
1664,34034,255,34889,19,normal
1665,34048,242,34890,30,normal
1666,34086,121,34807,1,rapida
1667,34094,222,34916,34,normal
1668,34101,222,34923,12,normal
1669,34102,116,34818,3,rapida
1670,34171,159,34930,7,rapida
1671,34221,192,35013,22,normal
1672,34238,245,35083,18,normal
1673,34249,146,34995,8,rapida
1674,34264,202,35066,14,normal
1675,34266,124,34990,6,rapida
1676,34288,194,35082,14,normal
1677,34334,166,35100,2,rapida
1678,34383,165,35148,9,rapida
1679,34384,146,35130,5,rapida
1680,34421,185,35206,7,rapida
1681,34423,113,35136,5,rapida
1682,34462,139,35201,1,rapida
1683,34470,161,35231,3,rapida
1684,34504,126,35230,4,rapida
1685,34535,168,35303,6,rapida
1686,34563,176,35339,2,rapida
1687,34578,237,35415,32,normal
1688,34580,99,35279,5,rapida
1689,34590,200,35390,22,normal
1690,34639,186,35425,3,rapida
1691,34674,195,35469,17,normal
1692,34684,160,35444,7,rapida
1693,34695,230,35525,20,normal
1694,34720,183,35503,39,normal
1695,34736,223,35559,11,normal
1696,34747,212,35559,18,normal
1697,34771,227,35598,15,normal
1698,34794,220,35614,25,normal
1699,34800,275,35675,71,normal
1700,34820,214,35634,20,normal
1701,34841,200,35641,17,normal
1702,34855,209,35664,24,normal
1703,34860,137,35597,6,rapida
1704,34870,220,35690,33,normal
1705,34873,253,35726,26,normal
1706,34894,118,35612,2,rapida
1707,34947,172,35719,6,rapida
1708,34991,123,35714,7,rapida
1709,35013,160,35773,10,rapida
1710,35046,123,35769,10,rapida
1711,35078,224,35902,19,normal
1712,35094,148,35842,1,rapida
1713,35105,191,35896,11,normal
1714,35115,171,35886,9,rapida
1715,35120,137,35857,5,rapida
1716,35126,186,35912,7,rapida
1717,35161,162,35923,3,rapida
1718,35194,322,36116,14,normal
1719,35205,234,36039,19,normal
1720,35229,190,36019,17,normal
1721,35257,126,35983,4,rapida
1722,35259,184,36043,13,normal
1723,35306,119,36025,5,rapida
1724,35333,131,36064,10,rapida
1725,35356,181,36137,46,normal
1726,35383,208,36191,36,normal
1727,35403,209,36212,16,normal
1728,35416,194,36210,41,normal
1729,35433,147,36180,6,rapida
1730,35434,178,36212,46,normal
1731,35508,185,36293,39,normal
1732,35521,225,36346,13,normal
1733,35594,202,36396,11,normal
1734,35611,189,36400,10,rapida
1735,35618,187,36405,11,normal
1736,35663,212,36475,17,normal
1737,35685,195,36480,5,rapida
1738,35781,136,36517,6,rapida
1739,35788,136,36524,6,rapida
1740,35835,216,36651,34,normal
1741,35885,166,36651,8,rapida
1742,35915,219,36734,20,normal
1743,35965,166,36731,2,rapida
1744,35978,211,36789,31,normal
1745,35983,207,36790,12,normal
1746,35990,181,36771,7,rapida
1747,36000,181,36781,5,rapida
1748,36002,129,36731,7,rapida
1749,36006,116,36722,4,rapida
1750,36037,162,36799,3,rapida
1751,36042,153,36795,8,rapida
